cond,block,white_point,gamma,chroma_gamma,saturation,value_in,hue_in_deg,chroma_out,lum_out,hue_out_deg
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,40,240.0,25.11,19.32,225.2
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,40,270.0,10.7,46.5,215.4
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,40,300.0,2.32,59.13,
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,40,330.0,2.6,129.36,
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,81,0.0,18.44,120.56,2.7
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,81,30.0,37.82,68.19,5.2
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,81,60.0,19.81,59.08,38.6
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,81,90.0,8.86,27.75,99.8
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,81,120.0,16.35,14.34,109.3
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,81,150.0,17.14,22.71,119.0
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,81,180.0,39.59,45.75,187.6
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,81,210.0,60.38,53.76,205.7
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,81,240.0,62.26,63.83,208.2
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,81,270.0,54.94,74.02,208.8
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,81,300.0,24.89,50.71,240.1
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,81,330.0,2.91,73.55,
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,122,0.0,73.1,70.16,1.2
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,122,30.0,75.73,65.36,17.9
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,122,60.0,43.71,58.75,58.9
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,122,90.0,39.41,40.35,123.5
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,122,120.0,36.24,67.36,136.7
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,122,150.0,27.87,79.72,137.6
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,122,180.0,47.34,103.71,183.6
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,122,210.0,67.64,105.77,206.0
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,122,240.0,70.93,109.89,209.0
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,122,270.0,53.19,115.07,215.8
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,122,300.0,47.16,50.32,228.9
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,122,330.0,35.63,35.18,0.5
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,163,0.0,146.3,49.02,0.0
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,163,30.0,116.37,68.09,26.3
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,163,60.0,113.82,110.12,43.9
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,163,90.0,66.15,94.06,78.3
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,163,120.0,43.6,83.54,141.0
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,163,150.0,30.45,108.73,126.1
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,163,180.0,21.59,157.84,148.2
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,163,210.0,72.2,136.72,207.6
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,163,240.0,76.21,127.42,211.6
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,163,270.0,61.97,146.56,214.3
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,163,300.0,24.97,110.22,240.1
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,163,330.0,84.54,28.94,359.1
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,204,0.0,193.15,66.97,2.0
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,204,30.0,168.66,114.34,25.7
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,204,60.0,172.77,163.86,45.1
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,204,90.0,105.5,123.48,57.2
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,204,120.0,56.93,34.3,133.4
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,204,150.0,49.58,101.52,110.2
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,204,180.0,22.33,183.93,101.2
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,204,210.0,85.55,132.2,200.9
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,204,240.0,85.76,111.5,208.3
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,204,270.0,53.09,177.43,210.2
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,204,300.0,17.62,177.39,358.7
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,204,330.0,132.81,81.75,4.4
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,245,0.0,220.54,80.63,4.9
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,245,30.0,208.1,149.63,29.2
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,245,60.0,175.11,190.14,54.2
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,245,90.0,145.65,157.18,49.6
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,245,120.0,60.55,84.58,89.7
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,245,150.0,44.72,180.34,67.7
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,245,180.0,13.83,241.86,152.3
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,245,210.0,51.19,188.09,200.3
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,245,240.0,105.51,102.3,204.4
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,245,270.0,42.86,204.38,200.9
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,245,300.0,19.77,235.33,7.9
huevalue_wp0.64_g1.0_k1.0_s1.0,main,0.64,1.0,1.0,1.0,245,330.0,180.76,135.79,11.5
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,40,0.0,3.03,208.3,
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,40,30.0,4.2,57.99,
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,40,60.0,7.21,54.36,
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,40,90.0,4.94,54.68,
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,40,120.0,1.57,29.24,
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,40,150.0,0.44,1.4,
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,40,180.0,0.99,2.23,
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,40,210.0,3.58,2.46,
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,40,240.0,24.08,16.41,228.8
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,40,270.0,9.07,48.74,224.6
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,40,300.0,3.51,53.52,
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,40,330.0,2.9,133.29,
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,81,0.0,10.15,145.88,357.8
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,81,30.0,36.26,69.61,5.7
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,81,60.0,25.36,64.93,27.6
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,81,90.0,8.57,43.94,54.1
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,81,120.0,14.09,20.52,97.3
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,81,150.0,13.38,26.94,119.4
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,81,180.0,33.62,47.49,191.5
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,81,210.0,51.59,56.61,205.4
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,81,240.0,60.12,65.31,210.8
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,81,270.0,40.26,81.24,220.6
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,81,300.0,24.95,57.04,244.0
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,81,330.0,2.23,86.89,
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,122,0.0,62.8,95.95,1.6
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,122,30.0,72.57,80.8,23.3
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,122,60.0,47.27,71.68,52.0
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,122,90.0,38.56,47.02,89.0
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,122,120.0,29.2,67.74,132.4
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,122,150.0,27.3,82.98,145.0
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,122,180.0,39.82,104.45,184.8
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,122,210.0,60.13,110.03,205.2
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,122,240.0,67.62,110.75,212.0
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,122,270.0,38.75,116.6,229.0
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,122,300.0,49.2,55.55,230.0
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,122,330.0,24.69,46.18,349.8
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,163,0.0,136.34,60.1,7.6
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,163,30.0,103.81,74.86,27.1
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,163,60.0,117.57,111.17,42.9
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,163,90.0,74.18,100.23,58.2
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,163,120.0,34.07,91.71,110.9
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,163,150.0,29.5,124.54,98.8
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,163,180.0,19.33,159.43,150.4
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,163,210.0,55.6,145.31,207.5
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,163,240.0,73.14,132.08,213.9
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,163,270.0,45.66,150.86,222.7
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,163,300.0,24.8,109.74,250.5
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,163,330.0,55.98,32.69,333.4
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,204,0.0,173.79,88.7,12.3
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,204,30.0,157.79,133.17,29.0
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,204,60.0,158.07,169.26,44.0
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,204,90.0,116.19,146.73,50.3
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,204,120.0,64.51,86.98,82.1
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,204,150.0,48.52,131.56,84.6
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,204,180.0,20.9,184.67,92.4
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,204,210.0,66.57,152.09,202.3
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,204,240.0,69.03,138.11,210.9
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,204,270.0,46.32,187.83,210.0
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,204,300.0,22.25,177.35,352.7
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,204,330.0,95.05,112.07,5.4
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,245,0.0,184.35,120.85,10.3
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,245,30.0,163.29,171.95,29.1
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,245,60.0,136.35,202.97,52.3
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,245,90.0,125.5,190.53,48.6
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,245,120.0,63.25,143.74,61.0
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,245,150.0,37.97,196.0,61.1
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,245,180.0,9.42,244.93,122.2
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,245,210.0,38.7,211.36,201.5
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,245,240.0,73.8,137.87,204.8
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,245,270.0,37.43,216.53,203.4
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,245,300.0,18.1,236.07,2.5
huevalue_wp0.64_g1.0_k1.5_s1.0,main,0.64,1.0,1.5,1.0,245,330.0,134.96,165.3,10.5
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,40,0.0,3.21,78.73,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,40,30.0,1.16,13.87,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,40,60.0,0.89,8.58,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,40,90.0,1.67,28.23,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,40,120.0,1.54,61.54,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,40,150.0,1.2,59.27,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,40,180.0,3.37,56.63,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,40,210.0,22.94,25.9,231.3
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,40,240.0,11.91,22.28,222.2
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,40,270.0,2.9,67.09,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,40,300.0,3.05,152.22,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,40,330.0,4.27,246.31,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,81,0.0,21.91,12.01,0.2
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,81,30.0,41.43,16.07,8.8
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,81,60.0,21.1,11.25,19.1
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,81,90.0,13.14,58.05,36.5
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,81,120.0,11.13,74.62,95.4
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,81,150.0,21.71,89.92,184.8
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,81,180.0,36.04,86.43,202.5
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,81,210.0,51.91,67.71,209.1
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,81,240.0,37.01,71.2,224.3
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,81,270.0,26.89,46.1,242.4
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,81,300.0,2.85,97.35,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,81,330.0,4.19,248.11,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,122,0.0,75.51,33.58,10.0
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,122,30.0,76.12,47.18,32.7
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,122,60.0,52.05,81.6,52.5
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,122,90.0,28.87,96.54,80.8
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,122,120.0,21.51,119.62,138.3
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,122,150.0,29.49,133.92,180.9
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,122,180.0,48.18,127.44,201.1
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,122,210.0,57.79,113.37,212.4
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,122,240.0,30.93,118.68,235.7
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,122,270.0,46.74,54.14,234.0
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,122,300.0,20.89,56.19,341.4
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,122,330.0,5.05,249.02,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,163,0.0,85.7,82.54,21.9
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,163,30.0,89.97,118.86,34.6
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,163,60.0,83.13,140.98,46.4
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,163,90.0,47.48,139.42,62.6
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,163,120.0,25.11,153.25,96.6
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,163,150.0,18.49,174.07,148.6
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,163,180.0,39.88,157.95,199.7
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,163,210.0,65.95,142.25,212.9
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,163,240.0,36.91,151.7,228.3
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,163,270.0,24.96,115.6,244.5
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,163,300.0,39.0,55.78,345.7
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,163,330.0,6.7,249.58,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,204,0.0,95.1,154.34,18.8
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,204,30.0,98.75,180.18,35.0
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,204,60.0,88.83,191.6,46.7
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,204,90.0,54.93,164.6,61.4
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,204,120.0,40.4,168.83,71.6
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,204,150.0,23.54,193.25,86.9
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,204,180.0,52.34,162.43,201.0
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,204,210.0,61.04,146.34,208.2
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,204,240.0,40.8,196.36,201.5
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,204,270.0,20.89,181.19,352.4
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,204,300.0,69.61,127.72,5.4
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,204,330.0,3.95,249.97,
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,245,0.0,91.31,190.84,20.2
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,245,30.0,83.34,215.89,43.0
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,245,60.0,77.82,221.46,51.9
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,245,90.0,52.16,211.17,53.4
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,245,120.0,33.08,220.0,62.8
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,245,150.0,11.49,243.78,102.1
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,245,180.0,29.23,231.19,196.6
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,245,210.0,53.74,150.27,199.7
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,245,240.0,34.94,225.33,200.4
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,245,270.0,15.89,237.79,7.6
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,245,300.0,126.51,164.04,12.0
huevalue_wp0.64_g1.0_k2.0_s1.0,main,0.64,1.0,2.0,1.0,245,330.0,4.37,247.96,
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,40,0.0,2.29,72.93,
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,40,30.0,4.78,12.34,
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,40,60.0,0.08,0.03,
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,40,90.0,0.6,1.36,
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,40,120.0,3.97,52.99,
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,40,150.0,0.37,53.39,
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,40,180.0,5.92,56.31,
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,40,210.0,26.23,33.92,229.0
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,40,240.0,16.44,6.61,234.6
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,40,270.0,3.1,4.96,
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,40,300.0,0.58,67.06,
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,40,330.0,5.4,243.52,
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,81,0.0,50.05,21.24,0.6
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,81,30.0,57.46,20.68,4.1
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,81,60.0,31.12,16.43,35.5
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,81,90.0,21.39,41.17,107.8
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,81,120.0,19.16,80.39,119.6
huevalue_wp0.75_g1.0_k1.0_s1.0,main,0.75,1.0,1.0,1.0,81,150.0,24.96,95.0,161.3
