cond,white_point,gamma,chroma_gamma,saturation,input_value,out_lum,out_r,out_g,out_b,chroma,grain,anisotropy,hue_deg
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,128,54.27,43.43,65.21,54.17,21.78,20.15,0.209,149.5
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,132,82.58,74.75,93.45,79.53,18.7,12.34,146.618,134.2
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,136,85.55,82.02,97.61,77.02,20.59,22.69,0.18,106.5
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,140,117.84,116.1,126.63,110.77,15.86,46.72,0.001,100.7
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,144,183.87,181.29,189.88,180.44,9.44,74.59,0.001,115.4
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,148,254.99,254.97,255.0,255.0,0.03,0.13,1.727,
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,152,125.49,119.29,139.24,117.94,21.3,31.04,0.252,116.8
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,156,155.31,149.78,167.45,148.69,18.77,33.83,0.026,117.0
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,160,154.33,149.84,164.54,148.61,15.93,34.38,0.007,116.0
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,164,161.14,161.04,169.15,153.22,15.93,33.03,0.013,90.6
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,168,179.99,180.39,185.78,173.81,11.97,26.14,0.022,86.7
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,172,185.3,187.96,188.66,179.28,9.38,15.27,0.026,63.8
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,176,190.59,194.89,192.43,184.45,10.44,4.13,4.347,47.0
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,180,197.97,202.85,199.09,191.95,10.89,4.05,15.682,40.2
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,184,205.38,210.57,206.87,198.7,11.87,8.42,0.112,42.3
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,188,212.73,217.43,213.79,206.97,10.46,13.77,0.01,39.9
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,192,194.85,196.89,200.98,186.69,14.29,20.39,0.016,76.1
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,196,232.73,233.57,235.33,229.31,6.02,29.06,0.002,
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,200,254.95,254.85,254.99,255.0,0.15,0.29,4.589,
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,100,44.31,42.78,45.63,44.52,2.85,88.96,0.152,
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,104,14.87,9.87,24.87,9.86,15.01,6.78,0.464,120.0
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,108,23.13,20.59,28.69,20.11,8.58,55.56,0.143,117.1
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,112,36.79,36.75,37.96,35.64,2.32,72.38,0.0,
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,116,36.59,36.11,38.07,35.6,2.47,72.17,0.0,
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,120,13.92,11.37,18.08,12.3,6.71,42.97,0.123,
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,124,6.35,1.37,13.68,4.01,12.31,5.61,1.107,131.7
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,128,57.98,51.96,64.09,57.88,12.13,69.92,0.018,149.2
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,132,65.77,58.43,71.59,67.3,13.16,65.01,0.009,161.4
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,136,65.55,57.34,72.97,66.35,15.63,63.61,0.0,155.1
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,140,34.44,28.96,44.58,29.78,15.62,6.33,0.856,122.7
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,144,255.0,254.99,255.0,255.0,0.01,0.07,7.991,
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,148,192.82,193.82,192.23,192.41,1.59,100.82,0.001,
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,152,77.44,69.44,87.52,75.35,18.08,42.56,0.297,138.7
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,156,118.93,110.06,129.36,117.38,19.3,48.63,0.009,142.1
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,160,119.48,115.45,127.7,115.3,12.4,47.65,0.005,119.4
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,164,124.55,122.83,131.26,119.56,11.7,44.01,0.006,104.3
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,168,133.25,127.44,137.87,134.43,10.44,9.99,0.115,161.1
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,172,150.5,146.6,155.84,149.07,9.25,8.34,1.212,135.0
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,176,182.57,183.33,185.92,178.46,7.46,28.47,0.054,
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,180,194.3,196.2,195.85,190.84,5.37,23.8,0.018,
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,184,204.0,208.85,203.87,199.29,9.56,18.96,0.013,28.6
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,188,181.73,185.62,185.62,173.94,11.68,17.01,0.023,60.0
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,192,174.44,180.39,183.03,159.9,23.13,5.31,1.943,66.0
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,196,254.95,254.87,254.99,255.0,0.13,0.28,2.5,
tonefine_wp0.75_g1.4_k2.0_s1.0,0.75,1.4,2.0,1.0,200,178.66,179.94,176.72,179.32,3.22,104.2,0.0,
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,100,4.23,3.94,4.87,3.88,0.98,22.84,0.311,
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,104,38.58,36.26,44.13,35.36,8.77,67.58,0.058,114.7
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,108,38.16,37.71,39.15,37.61,1.54,73.47,0.001,
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,112,37.19,37.5,37.3,36.77,0.73,73.41,0.0,
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,116,27.79,27.27,27.96,28.14,0.87,65.91,0.038,
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,120,0.82,0.29,1.5,0.68,1.21,2.15,27.437,
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,124,6.3,3.37,9.71,5.84,6.34,17.28,0.52,
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,128,56.34,51.66,61.4,55.95,9.74,72.91,0.019,146.1
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,132,67.1,62.74,71.02,67.53,8.27,66.79,0.01,155.2
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,136,64.36,57.85,71.66,63.57,13.8,67.07,0.006,144.3
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,140,42.79,34.34,52.86,41.18,18.52,47.88,0.01,141.4
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,144,254.98,254.95,254.99,255.0,0.05,0.19,5.294,
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,148,232.73,235.33,230.62,232.23,4.71,64.62,0.0,
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,152,105.06,94.54,113.66,106.99,19.11,57.74,0.022,159.9
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,156,118.3,110.6,127.27,117.03,16.67,50.51,0.005,142.5
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,160,101.59,98.81,110.19,95.77,14.42,35.37,0.077,108.4
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,164,108.03,106.11,115.87,102.12,13.76,6.32,0.7,103.6
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,168,137.29,131.21,142.55,138.12,11.35,8.62,0.881,157.2
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,172,174.44,170.74,179.32,173.25,8.58,31.6,0.052,136.5
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,176,195.2,195.58,197.63,192.4,5.23,27.64,0.039,
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,180,206.26,209.57,205.81,203.39,6.18,21.8,0.012,
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,184,216.87,223.22,215.93,211.46,11.76,16.15,0.007,22.1
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,188,198.92,203.22,200.6,192.95,10.27,16.39,0.032,45.8
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,192,196.3,200.37,201.75,186.76,14.99,4.71,2.925,64.8
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,196,254.96,254.9,254.98,254.99,0.09,0.29,4.454,
tonefine_wp0.88_g1.8_k2.0_s0.7,0.88,1.8,2.0,0.7,200,207.99,210.58,204.79,208.61,5.78,90.72,0.0,
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,100,66.75,65.44,67.37,67.44,2.0,106.09,0.1,
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,104,17.08,9.42,26.42,15.4,16.99,20.78,0.241,140.3
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,108,16.99,14.39,22.37,14.21,8.16,47.33,0.198,118.9
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,112,38.34,38.28,39.44,37.31,2.13,74.89,0.0,
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,116,38.32,38.61,39.38,36.97,2.41,74.41,0.0,
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,120,16.51,12.76,21.47,15.32,8.71,44.95,0.1,136.6
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,124,9.32,2.14,17.83,7.99,15.7,8.14,0.91,141.7
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,128,62.91,55.6,69.57,63.55,13.97,69.37,0.015,154.6
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,132,69.31,63.09,76.44,68.39,13.35,66.09,0.009,143.2
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,136,58.1,47.95,69.37,56.98,21.42,59.58,0.007,144.8
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,140,33.14,25.02,47.46,26.93,22.45,6.84,3.628,124.4
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,144,254.99,254.98,254.99,255.0,0.02,0.1,4.121,
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,148,179.36,188.07,176.04,173.98,14.09,100.77,0.001,7.8
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,152,54.89,44.47,66.04,54.15,21.57,13.68,0.562,146.6
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,156,107.63,99.05,118.87,104.97,19.82,45.84,0.144,136.9
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,160,121.65,118.38,128.96,117.62,11.34,49.6,0.01,116.6
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,164,130.22,130.64,136.01,124.02,11.99,47.07,0.01,86.5
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,168,147.57,143.26,150.57,148.87,7.3,28.39,0.066,
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,172,155.52,152.36,157.98,156.21,5.63,5.98,2.817,
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,176,185.13,185.1,187.99,182.29,5.7,23.89,0.167,
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,180,202.48,207.94,201.72,197.79,10.16,23.48,0.022,22.6
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,184,212.59,218.04,211.37,208.36,9.67,19.18,0.022,17.7
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,188,190.35,194.18,192.48,184.39,9.79,23.44,0.009,50.6
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,192,170.42,178.52,179.22,153.53,25.69,5.18,1.07,61.4
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,196,254.93,254.82,254.97,255.0,0.17,0.35,1.636,
tonefine_wp0.75_g1.4_k1.5_s0.7,0.75,1.4,1.5,0.7,200,177.6,180.17,174.86,177.75,5.31,104.6,0.0,
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,100,25.09,25.32,27.42,22.51,4.91,52.09,0.106,
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,104,36.59,36.43,43.28,30.07,13.2,58.28,0.001,91.2
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,108,28.42,29.53,29.91,25.8,4.11,57.07,0.001,
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,112,26.04,27.68,27.01,23.44,4.24,56.28,0.005,
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,116,5.05,5.42,5.3,4.44,0.98,25.83,0.18,
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,120,0.57,0.58,1.02,0.1,0.91,1.58,23.668,
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,124,12.13,11.47,14.99,9.95,5.03,34.17,0.165,
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,128,47.94,49.36,52.51,41.95,10.56,57.15,0.03,76.9
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,132,53.26,56.49,57.84,45.45,12.38,52.44,0.017,65.7
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,136,48.83,50.68,56.24,39.58,16.66,51.48,0.011,79.1
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,140,36.42,38.43,44.89,25.94,18.95,44.21,0.007,79.6
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,144,254.99,254.98,254.99,255.0,0.02,0.13,4.409,
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,148,252.01,253.26,251.05,251.71,2.21,14.43,0.005,
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,152,76.89,68.23,86.0,76.43,17.77,48.12,0.021,147.4
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,156,71.43,63.0,80.57,70.71,17.56,44.06,0.019,146.0
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,160,46.8,41.28,55.31,43.81,14.04,23.54,0.079,129.8
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,164,54.14,48.03,61.51,52.86,13.48,9.7,0.739,140.7
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,168,87.78,78.36,91.08,93.9,15.53,8.33,1.096,189.8
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,172,121.4,110.04,125.83,128.32,18.28,32.92,0.084,187.2
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,176,142.48,133.56,146.57,147.31,13.75,31.02,0.032,182.7
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,180,155.82,148.78,160.34,158.33,11.56,25.26,0.025,170.7
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,184,165.39,161.89,169.88,164.4,7.99,21.23,0.018,
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,188,144.02,141.04,149.47,141.56,8.43,30.52,0.003,123.1
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,192,102.66,106.0,114.03,87.93,26.1,8.79,0.183,77.5
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,196,254.93,254.8,254.99,254.99,0.2,0.29,4.888,
tonefine_wp0.64_g1.4_k1.5_s1.0,0.64,1.4,1.5,1.0,200,253.95,254.61,252.98,254.27,1.63,3.37,0.012,
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,100,48.91,45.61,52.38,48.73,6.77,91.81,0.14,
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,104,16.65,10.42,27.36,12.18,16.94,6.93,0.37,125.4
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,108,23.4,19.8,29.54,20.87,9.74,56.28,0.137,125.8
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,112,37.35,35.65,39.7,36.71,4.06,72.91,0.0,
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,116,37.25,34.79,40.22,36.73,5.44,72.5,0.0,
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,120,9.28,5.96,14.44,7.45,8.47,31.19,0.143,129.4
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,124,8.33,2.04,16.45,6.48,14.41,12.85,0.569,137.5
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,128,61.21,51.83,67.79,64.02,15.96,67.82,0.021,166.9
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,132,67.48,57.22,76.53,68.71,19.31,64.59,0.009,156.3
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,136,61.1,48.35,71.88,63.09,23.53,59.26,0.004,158.3
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,140,37.5,29.12,48.94,34.42,19.82,6.58,2.203,135.0
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,144,255.0,254.99,255.0,255.0,0.01,0.04,3.068,
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,148,190.63,192.69,189.96,189.22,3.47,99.38,0.001,
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,152,75.88,64.37,90.22,73.04,25.85,29.6,0.396,139.2
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,156,117.61,103.82,131.95,117.06,28.14,46.89,0.025,148.1
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,160,119.37,110.08,130.89,117.15,20.81,47.27,0.007,139.5
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,164,126.52,120.86,135.98,122.73,15.11,45.07,0.008,126.5
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,168,137.05,129.04,146.94,135.17,17.9,16.19,0.048,139.7
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,172,150.38,144.21,158.56,148.35,14.35,5.69,2.725,136.3
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,176,181.09,177.89,187.07,178.32,9.19,27.18,0.079,122.4
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,180,193.01,192.65,196.61,189.76,6.85,22.88,0.02,
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,184,201.45,202.82,204.27,197.28,6.99,18.45,0.008,
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,188,181.19,180.39,188.05,175.13,12.93,17.53,0.016,96.1
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,192,177.07,180.61,187.45,163.15,24.3,4.77,8.599,75.8
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,196,254.98,254.93,255.0,255.0,0.07,0.16,2.208,
tonefine_wp0.75_g1.4_k2.5_s1.0,0.75,1.4,2.5,1.0,200,180.1,180.52,178.96,180.83,1.88,104.12,0.0,
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,100,11.77,6.95,21.48,6.89,14.59,23.8,0.305,119.8
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,104,27.49,18.42,41.62,22.41,23.2,7.61,0.794,129.2
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,108,33.59,25.28,47.66,27.81,22.38,59.75,0.11,125.9
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,112,46.06,39.72,55.56,42.88,15.84,74.26,0.0,130.9
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,116,48.37,38.77,59.98,46.37,21.21,73.56,0.001,140.7
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,120,52.01,38.21,65.2,52.61,26.99,71.64,0.001,152.2
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,124,31.24,15.09,48.36,30.27,33.27,19.71,0.168,147.1
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,128,53.53,40.6,69.12,50.87,28.51,9.85,2.843,140.8
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,132,95.22,84.0,111.18,90.48,27.18,36.99,0.16,133.2
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,136,114.47,104.64,129.55,109.23,24.91,51.62,0.003,130.0
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,140,133.88,128.19,146.25,127.19,19.06,45.76,0.001,117.3
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,144,236.8,234.94,239.47,235.99,4.53,41.81,0.003,
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,148,254.98,254.94,255.0,255.0,0.06,0.18,1.724,
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,152,158.45,154.64,173.9,146.81,27.09,33.1,0.129,103.7
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,156,175.34,174.17,187.91,163.92,23.99,30.36,0.004,94.8
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,160,177.36,177.47,187.52,167.08,20.44,28.78,0.004,89.5
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,164,184.97,185.76,194.78,174.37,20.41,26.11,0.008,86.1
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,168,197.82,201.68,203.39,188.37,15.02,16.25,0.031,66.0
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,172,204.0,205.93,208.69,197.39,11.3,3.81,2.09,73.5
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,176,212.09,213.99,215.68,206.58,9.1,3.93,16.278,70.1
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,180,220.91,222.09,224.22,216.41,7.81,6.77,0.168,
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,184,231.81,231.46,234.63,229.34,5.29,10.58,0.022,
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,188,233.43,232.52,236.12,231.63,4.49,8.73,0.027,
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,192,239.59,240.51,241.97,236.3,5.67,10.59,0.059,
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,196,254.52,254.48,254.65,254.43,0.22,1.82,0.035,
tonefine_wp0.88_g1.4_k1.5_s1.0,0.88,1.4,1.5,1.0,200,254.98,254.95,255.0,255.0,0.05,0.15,1.856,
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,100,46.66,44.15,49.25,46.59,5.1,90.37,0.147,
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,104,16.3,10.22,25.99,12.69,15.77,7.22,0.441,128.4
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,108,23.19,20.54,28.18,20.85,7.65,56.03,0.131,
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,112,35.91,34.53,37.71,35.49,3.17,71.32,0.0,
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,116,35.77,33.68,37.71,35.9,4.03,71.12,0.0,
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,120,8.26,5.99,11.59,7.2,5.6,31.22,0.157,
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,124,7.01,1.65,12.99,6.4,11.34,13.27,0.442,144.7
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,128,58.14,46.7,64.96,62.77,18.27,67.27,0.017,173.7
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,132,65.99,54.34,73.77,69.87,19.43,63.5,0.012,169.0
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,136,63.97,49.27,74.13,68.52,24.86,61.29,0.001,167.6
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,140,37.66,26.29,46.45,40.24,20.16,6.55,1.69,162.5
